RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
1,Granerud Halvor Egner,NOR,29 MAY 1996,Asker Skiklubb,238.0,165.6,96.3,18.5,19.0,18.5,18.5,19.0,56.0,08,11.2,0.81,-11.7,221.1,1,231.0,157.2,96.3,18.5,18.5,18.5,18.5,18.5,55.5,08,16.8,0.69,-9.9,219.6,1,440.7,1476.2,2
2,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,232.5,159.0,96.5,18.5,18.5,19.0,19.0,19.0,56.5,08,11.2,0.97,-14.0,212.7,3,234.0,160.8,96.6,19.5,19.0,19.0,19.0,19.0,57.0,08,16.8,1.07,-15.4,219.2,2,431.9,1458.5,3
3,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,236.0,163.2,95.9,19.0,18.5,19.0,19.0,19.0,57.0,08,11.2,1.06,-15.3,216.1,2,224.0,148.8,95.8,18.5,18.5,18.5,18.5,18.5,55.5,08,16.8,0.82,-11.8,209.3,5,425.4,1541.2,1
4,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,233.5,160.2,96.4,17.5,16.5,16.5,17.5,17.0,51.0,08,11.2,0.98,-14.1,208.3,4,226.5,151.8,96.4,18.5,18.5,18.5,18.5,18.5,55.5,08,16.8,0.65,-9.4,214.7,3,423.0,1432.1,4
5,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,212.5,135.0,95.8,18.0,18.5,17.5,18.0,18.0,54.0,08,11.2,0.55,-7.9,192.3,7,223.0,147.6,95.8,18.5,19.0,18.0,18.0,18.0,54.5,08,16.8,0.93,-13.4,205.5,6,397.8,1458.5,3
6,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,205.5,126.6,95.5,18.0,18.0,18.0,17.5,17.5,53.5,08,11.2,0.86,-12.4,178.9,13,243.0,171.6,96.8,16.5,16.0,16.5,16.5,16.5,49.5,10,5.7,1.00,-14.4,212.4,4,391.3,1541.2,1
7,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,212.5,135.0,95.4,18.0,18.0,18.0,18.0,18.0,54.0,06,22.3,0.94,-13.5,197.8,5,200.0,120.0,96.2,17.0,16.0,17.5,16.5,17.0,50.5,08,16.8,0.64,-9.2,178.1,15,375.9,1541.2,1
8,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,200.5,120.6,95.5,16.5,16.5,16.5,16.5,16.5,49.5,06,22.3,0.69,-9.9,182.5,11,209.5,131.4,96.2,17.0,17.0,17.0,17.5,17.5,51.5,08,16.8,0.79,-11.4,188.3,10,370.8,1193.4,5
9,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,209.0,130.8,97.0,17.5,17.5,17.5,17.5,17.5,52.5,08,11.2,0.68,-9.8,184.7,9,206.0,127.2,97.1,17.5,17.5,17.5,17.0,17.5,52.5,08,16.8,0.79,-11.4,185.1,11,369.8,1193.4,5
10,Kubacki Dawid,POL,12 MAR 1990,TS Wisla Zakopane,194.5,113.4,96.5,17.0,17.0,16.5,17.5,17.0,51.0,08,11.2,0.66,-9.5,166.1,15,230.5,156.6,97.8,18.5,18.5,18.5,18.5,18.5,55.5,11,NULL,0.83,-12.0,200.1,7,366.2,1432.1,4
11,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,197.0,116.4,95.7,17.5,17.0,17.0,17.0,17.0,51.0,08,11.2,0.75,-10.8,167.8,14,235.0,162.0,97.1,19.0,17.5,17.0,17.0,17.0,51.5,11,NULL,1.18,-17.0,196.5,9,364.3,1476.2,2
12,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,206.0,127.2,95.1,17.0,17.0,16.5,17.5,17.5,51.5,06,22.3,1.08,-15.6,185.4,8,195.0,114.0,96.1,17.0,17.0,17.0,17.0,17.0,51.0,08,16.8,0.92,-13.2,168.6,17,354.0,1476.2,2
13,Lanisek Anze,SLO,20 APR 1996,Ssk Menges,196.5,115.8,95.6,16.5,17.0,17.0,17.0,17.0,51.0,08,11.2,1.01,-14.5,163.5,17,215.0,138.0,96.9,17.5,18.0,18.0,18.0,18.0,54.0,11,NULL,0.48,-6.9,185.1,11,348.6,1541.2,1
14,Kobayashi Ryoyu,JPN,8 NOV 1996,Tsuchiya Home Ski Team,194.5,113.4,95.9,17.5,17.0,17.0,17.0,17.0,51.0,08,11.2,0.70,-10.1,165.5,16,218.0,141.6,97.5,18.0,17.5,18.0,18.0,18.5,54.0,11,NULL,1.01,-14.5,181.1,14,346.6,823.5,6
15,Deschwanden Gregor,SUI,27 FEB 1991,Horw,230.5,156.6,97.5,18.0,17.5,18.0,18.5,18.5,54.5,10,NULL,0.99,-14.3,196.8,6,173.5,88.2,96.6,16.0,16.5,16.5,16.0,16.5,49.0,08,16.8,0.62,-8.9,145.1,20,341.9,616.9,7
